,Area,Rooms,Yard,Floors,Owners,Year,Basement,Attic,Garage,Storage,Guest,Price
4752,28772,4,1,85,4,2003,8141,5596,327,0,9,2888733.3
4753,92716,48,0,3,8,1991,9364,4010,731,1,7,9272362.1
4754,19092,21,0,85,6,2020,2171,4787,797,1,7,1915270.0
4755,41440,98,1,77,5,1990,3885,2364,997,1,7,4155501.0
4756,60305,88,1,90,3,2019,6297,5170,925,1,7,6038984.9
4757,26611,68,0,21,2,2012,1184,8776,856,0,2,2662493.2
4758,16847,47,1,66,2,2009,8115,9158,212,1,7,1687484.9
4759,52785,13,0,61,2,2004,1207,126,833,1,3,5286382.4
4760,2267,82,0,8,10,1995,9360,3301,225,1,7,228087.5
4761,22809,70,1,65,8,1990,3261,9231,862,0,4,2285983.0
4762,92242,26,1,39,7,2009,6405,476,894,0,2,9232332.9
4763,19040,86,1,25,8,2002,6629,433,415,0,7,1915328.2
4764,18943,6,0,26,9,2012,258,4961,687,0,4,1899521.2
4765,91914,37,0,68,5,2018,8148,7135,649,1,8,9194073.8
4766,60401,63,0,86,4,1997,3200,6710,430,1,10,6047105.7
4767,57865,2,0,30,10,2018,6981,8019,147,0,0,5788561.8
4768,1308,38,1,68,3,2005,8261,195,772,1,7,141631.5
4769,76732,1,1,50,4,1999,3935,4050,455,1,5,7682086.9
4770,90859,22,1,65,1,2018,365,9149,104,0,1,9090821.8
4771,19596,51,1,83,4,2009,1691,1803,398,0,3,1969900.9
4772,86277,15,0,5,9,1995,5268,1653,142,0,0,8629655.5
4773,31845,8,1,1,3,2004,2826,6678,663,1,1,3191199.4
4774,46128,47,1,88,4,1996,7069,270,902,1,10,4624665.6
4775,33398,78,1,30,6,1992,4552,703,803,0,8,3345097.2
4776,70626,80,0,45,3,1995,1221,8695,130,0,1,7065089.5
4777,50315,11,1,52,9,1991,9867,4532,239,0,10,5044978.1
4778,84217,60,1,18,4,2013,4953,6240,468,0,5,8429962.3
4779,35127,8,0,4,3,2014,9746,9694,906,1,2,3513571.4
4780,14614,21,0,3,8,2015,1185,4610,446,1,4,1462577.5
4781,73686,10,1,93,10,2013,5029,93,440,0,10,7378513.3
4782,80143,27,1,78,1,1995,4411,5371,885,1,2,8026359.5
4783,38454,8,1,6,6,1990,3909,692,297,0,10,3848412.0
4784,70573,78,1,3,5,2016,8314,2512,745,1,4,7061764.6
4785,44584,84,1,90,9,1992,8073,6806,738,0,2,4468024.2
4786,46953,82,1,41,1,2006,4606,4712,475,0,2,4699973.6
4787,87960,53,1,27,6,2007,5586,4430,914,1,8,8801034.7
4788,10051,10,1,34,4,1998,4642,5231,450,0,5,1010724.8
4789,14044,48,0,43,1,2001,5654,6669,198,1,6,1409581.1
4790,83252,98,0,8,1,1992,3015,1565,496,0,0,8326479.2
4791,46183,4,1,5,4,2007,735,1122,956,0,3,4621605.7
4792,17256,30,0,59,10,1994,698,6032,668,0,8,1729036.4
4793,59111,58,1,38,8,1998,1977,4648,708,1,9,5919005.8
4794,41732,19,0,63,5,2018,4692,3724,321,1,1,4177464.8
4795,6912,47,0,2,4,2016,3458,2396,264,1,1,691629.6
4796,8719,84,1,20,9,2003,5944,3850,929,1,9,875984.3
4797,15670,54,1,26,3,2007,9688,1571,436,1,8,1572432.7
4798,54669,58,0,85,4,2012,4746,1210,140,0,2,5472646.2
4799,71164,54,1,38,2,2019,5473,2296,638,1,4,7121656.9
4800,8497,97,1,57,2,2018,4113,1101,250,0,7,856430.8
4801,27296,31,0,93,6,2013,4778,1327,369,0,6,2736257.3
4802,65201,13,0,28,3,1995,3927,4362,670,1,10,6524351.5
4803,7729,87,1,35,2,2004,4456,5461,346,1,1,781939.4
4804,64186,10,0,6,5,2011,5408,7422,971,1,3,6419507.1
4805,75571,9,1,16,6,2021,7754,9493,449,1,4,7563298.1
4806,40943,76,0,32,10,2010,8104,1905,855,0,7,4097629.0
4807,88884,97,1,63,5,2010,9198,1237,541,1,9,8894048.0
4808,96228,80,1,15,10,1998,5135,1755,551,0,3,9629903.8
4809,57859,74,1,52,8,1995,7881,8141,711,1,1,5796496.5
4810,58239,88,1,77,5,1999,3568,8465,155,0,10,5831545.9
4811,7859,89,1,60,4,2018,6257,7630,258,1,1,796540.8
4812,37111,97,1,22,2,2019,265,7725,360,0,7,3718382.9
4813,90304,52,0,33,7,2020,4104,2797,803,0,1,9033809.0
4814,87906,46,1,33,9,1994,1489,3047,106,1,4,8799360.4
4815,47839,86,1,53,7,1993,5689,9333,321,1,7,4792795.3
4816,91637,5,0,29,3,2016,6476,9666,169,0,8,9166209.6
4817,92591,27,0,73,7,1991,5776,5050,438,1,8,9265884.1
4818,26614,69,1,60,4,1998,1700,4302,383,1,9,2673620.8
4819,45955,58,1,37,4,1998,6156,5233,285,0,4,4599926.8
4820,6712,66,1,93,10,2001,1150,3614,594,0,5,678200.1
4821,89725,26,1,83,9,2013,319,5124,994,0,9,8985353.3
4822,48776,60,0,9,3,1991,8652,991,307,0,4,4879354.1
4823,63953,67,0,25,7,2004,6537,7924,638,1,4,6400710.4
4824,40508,78,1,63,7,2005,6334,9274,242,1,1,4060440.5
4825,49310,63,1,80,4,2006,9692,6240,176,1,7,4943199.6
4826,69164,48,1,70,3,2007,5861,2750,652,1,10,6929542.7
4827,61402,74,1,40,1,2000,3524,771,469,0,9,6149729.0
4828,53749,86,0,63,8,2009,8488,6220,239,1,4,5381187.9
4829,73140,92,1,69,3,2019,6384,4894,726,1,9,7325048.9
4830,34338,41,0,95,2,1996,5015,7523,251,0,9,3442319.6
4831,52525,13,1,82,7,1999,7750,3265,776,0,9,5257813.9
4832,53753,49,1,37,7,1999,9951,5184,998,1,8,5385374.9
4833,58713,63,0,39,1,1994,4710,5516,642,0,8,5879478.4
4834,40155,33,0,99,8,2009,9296,3181,227,1,3,4028472.9
4835,32805,35,0,17,5,1994,6766,6510,451,1,9,3281975.4
4836,848,92,1,37,8,2013,2128,9487,959,0,8,94998.3
4837,67073,45,1,59,7,1996,4506,1274,638,0,1,6713052.6
4838,14520,12,1,2,1,2020,8531,4414,336,1,10,1456205.0
4839,65986,38,0,39,1,2016,8778,1558,627,0,0,6605910.6
4840,15246,59,0,48,7,2020,460,7469,596,1,1,1531089.0
4841,62613,56,0,69,6,2019,6845,3986,245,1,2,6268368.9
4842,26348,37,0,89,2,1990,628,5840,756,0,0,2641767.0
4843,44633,100,1,69,10,2010,8183,3882,479,0,8,4470611.0
4844,33126,50,1,87,5,2019,2592,997,582,1,3,3317019.9
4845,62872,86,0,56,5,1994,5621,19,335,1,2,6293741.4
4846,69429,65,0,34,8,1997,9354,7232,215,0,4,6945733.7
4847,67034,37,1,17,2,2014,4115,9090,201,1,8,6710309.4
4848,63817,89,1,92,4,2009,4092,7724,170,0,9,6391540.9
4849,41705,45,0,97,6,2010,3513,957,754,0,5,4173470.0
4850,31025,96,1,35,2,2006,9107,1162,606,1,9,3110889.6
4851,33532,54,0,80,3,2021,773,9548,630,0,10,3362452.1
4852,27924,68,1,81,2,1991,2068,4052,183,0,9,2805108.1
4853,3996,65,0,37,4,1999,3247,3166,101,1,0,402010.9
4854,80524,22,1,49,8,1997,4111,1883,252,1,2,8060508.7
4855,63190,50,0,45,4,1992,6132,151,348,0,7,6323436.2
4856,62757,74,0,31,4,2006,5656,5336,761,0,5,6281435.6
4857,54682,81,1,92,6,2013,1114,2269,341,1,5,5477375.3
4858,87987,38,1,97,9,2006,234,6216,125,0,4,8810668.6
4859,98157,91,0,75,1,2021,5340,7157,465,0,0,9823508.1
4860,81019,56,1,99,2,1995,8376,3628,863,0,3,8112092.5
4861,92296,31,1,69,10,2018,785,8053,604,0,7,9237027.8
4862,51579,37,0,6,8,2019,1328,5510,636,0,4,5161447.9
4863,41042,88,1,44,3,1990,6364,4491,121,0,1,4112280.0
4864,1737,75,1,92,8,2014,3403,1447,904,1,3,179334.4
4865,97725,88,0,13,3,1991,3938,8275,175,1,1,9777735.1
4866,30317,33,0,78,1,2019,4786,8307,212,1,5,3035229.9
4867,54146,83,1,79,8,2010,2595,7348,850,0,0,5422823.0
4868,32599,68,0,67,6,2003,4964,4624,902,0,1,3265978.3
4869,77491,58,0,32,7,2021,53,4181,961,1,9,7751876.1
4870,41164,59,0,69,9,1991,7302,3267,954,1,7,4119024.1
4871,3189,56,1,23,7,2001,3230,2889,971,0,8,322194.1
4872,97691,17,1,79,6,1991,5370,2685,631,1,6,9781758.1
4873,38486,88,0,50,9,2021,6167,3079,304,1,9,3850352.1
4874,68232,19,0,31,2,2012,1128,3540,982,0,0,6828383.2
4875,42893,26,0,42,10,2014,2881,7946,493,0,1,4291975.4
4876,7042,17,0,32,2,2012,9907,1932,728,1,4,711173.2
4877,48678,18,1,57,10,1998,89,6578,775,0,8,4877324.8
4878,14938,8,1,50,2,1991,5217,9316,810,0,4,1499161.1
4879,62596,90,0,70,8,1990,4330,9821,739,0,7,6266459.0
4880,69722,83,0,14,4,2002,1167,1698,192,0,7,6972996.2
4881,10564,99,0,3,9,1992,9081,654,836,0,0,1062047.2
4882,49996,85,0,19,3,2021,2914,9364,295,1,8,5001283.1
4883,47327,100,1,40,1,2001,4006,765,147,1,6,4737050.1
4884,85489,90,1,42,1,1999,6755,7170,320,0,1,8555341.9
4885,54667,26,0,70,2,2019,4707,7513,729,1,9,5473221.9
4886,72507,87,0,13,6,1999,4730,1829,406,0,0,7252211.9
4887,68113,67,1,29,2,2007,4788,7274,990,1,10,6817735.7
4888,84587,98,0,71,6,2000,3726,2292,168,0,7,8468745.0
4889,88036,30,0,16,3,2017,2328,6702,947,0,0,8804243.7
4890,91395,66,0,71,9,2017,3714,1724,223,1,2,9145192.7
4891,81805,51,1,16,8,2003,1695,6791,521,0,0,8186061.3
4892,47253,84,0,32,5,1998,9819,1143,375,0,10,4728903.8
4893,44924,97,0,44,9,2015,3478,1948,117,0,7,4496017.5
4894,62027,21,1,62,10,2013,6654,9100,314,1,10,6211934.3
4895,65583,99,1,27,1,2003,4196,5676,968,1,7,6565646.3
4896,47006,72,0,76,8,2017,6414,6111,613,1,7,4707409.7
4897,36108,69,1,2,3,2001,4764,1961,289,1,8,3617759.1
4898,56329,10,0,2,1,1997,542,8715,806,1,10,5638765.7
4899,94212,29,0,59,3,2004,6573,4558,198,1,5,9427260.4
4900,47063,10,1,6,8,2019,1135,3650,996,1,10,4713133.9
4901,45985,33,0,83,1,2008,9524,8230,986,1,7,4604960.8
4902,39269,87,0,16,1,1997,6604,7051,800,0,8,3930292.7
4903,4727,60,1,25,6,1994,6301,9229,273,0,8,477285.4
4904,24677,63,0,6,2,1998,6976,7410,314,0,10,2469125.8
4905,42936,74,1,51,10,2016,6601,2029,870,0,8,4300587.6
4906,93013,76,0,80,8,2005,7518,4523,786,1,6,9307630.5
4907,70881,45,1,64,9,2002,6846,6439,312,1,5,7092821.2
4908,99130,99,0,23,1,1993,7265,9231,115,0,6,9916962.3
4909,82113,22,0,24,9,2016,9897,8625,886,1,2,8212303.6
4910,3475,5,1,9,9,1998,5996,3689,431,1,6,355722.8
4911,23863,67,0,71,1,1990,6878,8157,257,1,7,2397991.0
4912,25602,37,1,17,9,2021,9608,336,703,0,1,2564047.1
4913,81021,39,0,42,8,1995,6345,5639,252,1,0,8107700.5
4914,25307,24,1,90,5,2014,9536,4979,381,1,5,2538791.4
4915,18262,61,0,71,7,2021,9975,9294,218,0,7,1834387.1
4916,48077,63,0,7,2,2018,7539,4744,438,1,9,4812989.8
4917,94973,55,0,86,4,1995,3478,8376,987,1,8,9502380.5
4918,32138,23,1,91,3,1994,5589,377,839,1,9,3224251.4
4919,10854,58,1,95,8,1993,2726,9507,951,0,7,1096077.3
4920,80306,84,1,91,4,2004,7018,4778,371,1,3,8037519.4
4921,1138,4,1,18,6,1996,8264,5987,269,0,3,117207.6
4922,24045,31,0,56,2,1991,9640,1938,851,1,5,2407159.1
4923,20860,49,0,60,8,2012,6395,8846,173,0,10,2091881.2
4924,57790,23,0,65,2,2002,1464,5714,622,1,8,5787991.2
4925,73517,79,0,63,9,1991,227,5128,931,0,0,7355043.1
4926,137,32,0,47,1,2021,6831,1323,242,0,9,21201.1
4927,69685,82,1,32,5,2006,757,5072,844,1,8,6973812.6
4928,11104,69,1,19,2,1996,6106,7898,471,0,3,1116580.6
4929,65060,30,1,75,10,2013,6375,2428,113,0,5,6514250.3
4930,25655,31,1,9,6,2001,2420,4919,884,1,5,2573091.1
4931,13285,7,0,57,6,1994,4719,8072,668,0,2,1334194.4
4932,84706,75,0,24,7,1990,8118,7665,923,0,2,8473043.0
4933,98298,85,0,97,6,1995,43,610,311,1,0,9843812.5
4934,74921,57,0,61,8,2012,5718,3083,978,1,9,7494913.2
4935,9771,26,0,48,6,1995,2211,1892,367,0,0,983421.5
4936,77561,62,0,79,2,1999,3871,4451,606,1,5,7760341.9
4937,40104,56,1,44,8,2000,8809,3509,689,0,3,4020381.0
4938,4308,79,0,19,10,2003,3660,7332,509,0,3,432778.3
4939,14004,5,1,33,4,2004,9535,6651,818,0,2,1410301.4
4940,85829,23,1,32,2,2005,9686,559,657,1,7,8592258.5
4941,73776,92,1,43,7,2002,1789,9854,805,0,7,7383860.2
4942,86253,24,1,47,9,1998,2626,3552,909,0,9,8633980.8
4943,85423,40,0,39,9,1992,6201,1282,476,1,7,8548531.2
4944,11757,57,1,5,5,1993,2326,7969,760,0,3,1183388.3
4945,33761,71,1,76,2,2001,5758,5727,677,0,2,3381494.1
4946,33749,85,1,2,9,2016,8671,5017,646,1,2,3379893.6
4947,83865,38,1,42,2,1992,8832,732,680,1,9,8395225.2
4948,79067,27,1,58,10,1994,8279,7190,183,1,7,7914438.4
4949,91698,21,1,38,8,1993,521,9569,109,0,7,9177134.3
4950,22973,41,1,80,9,2001,6044,1986,804,1,3,2302445.1
4951,27838,87,1,73,1,1993,3189,7357,241,1,9,2787148.3
4952,21832,69,0,26,4,1990,4442,9402,149,1,9,2186291.0
4953,291,22,1,47,10,2003,6446,1384,366,0,10,38413.3
4954,46666,81,0,38,10,2011,3128,7531,277,0,0,4668103.1
4955,88329,22,1,20,8,2004,9532,5702,836,0,6,8841056.4
4956,37103,61,0,8,3,2017,4148,5588,848,0,6,3714959.7
4957,29789,87,0,90,6,2014,6009,9333,879,0,5,2984021.4
4958,1399,77,0,67,10,2009,9089,9909,750,0,7,148407.9
4959,13696,8,0,40,8,2003,905,5498,398,0,10,1371950.3
4960,79354,4,1,28,9,1991,4757,6597,895,0,4,7939210.1
4961,93656,65,0,8,3,2007,4173,2017,230,1,10,9369720.7
4962,16247,71,0,95,4,1990,8238,4493,957,0,4,1634324.0
4963,97330,23,1,82,9,1996,362,7331,430,0,3,9739677.6
4964,78982,38,1,18,8,2007,1538,7225,328,1,0,7905259.7
4965,78367,30,1,89,8,1995,6088,6500,319,0,3,7847930.5
4966,98729,36,0,4,1,2002,9090,2432,351,0,6,9873352.2
4967,97651,26,0,45,10,1998,2936,2825,299,1,1,9769739.8
4968,69203,8,0,68,6,1993,9636,3900,732,1,3,6926561.3
4969,44416,76,1,46,3,2001,2296,1554,577,0,10,4450953.1
4970,68494,83,1,79,6,1992,9754,5,264,1,5,6854981.2
4971,59545,65,0,21,10,2020,5558,5073,642,0,9,5958908.0
4972,66784,34,0,3,10,1992,238,15,853,1,9,6679374.2
4973,69375,6,1,96,3,2003,9878,7270,954,0,10,6952253.3
4974,75990,57,0,6,2,2006,3803,7471,511,1,7,7605199.6
4975,92539,55,1,74,10,2001,5478,3556,427,1,9,9260585.1
4976,57720,35,1,14,6,2017,3550,6304,794,1,9,5777415.7
4977,44961,14,0,50,1,1997,3790,7685,627,1,6,4501549.7
4978,20964,82,1,1,7,2001,2157,7829,950,0,4,2101237.1
4979,42734,84,0,67,2,1990,8532,9106,195,1,10,4279195.0
4980,23895,41,0,26,10,2012,9891,8736,997,0,6,2396762.2
4981,13877,23,1,23,3,2003,5312,8205,819,0,8,1397190.3
4982,46470,32,0,30,6,2012,3805,5285,313,0,2,4650661.2
4983,17317,90,1,97,4,2021,1466,1144,587,0,5,1738012.1
4984,47542,75,1,40,4,1996,3378,9450,699,1,9,4764418.6
4985,82408,53,0,95,10,1997,8132,8596,416,1,0,8248881.7
4986,9434,63,1,91,6,1993,6177,8606,801,0,1,954722.3
4987,16467,84,1,55,6,2014,6574,9098,473,1,3,1659656.4
4988,56296,18,0,32,8,2016,6200,2378,602,0,4,5637090.6
4989,48789,42,1,51,8,2007,6600,6495,591,1,0,4887322.7
4990,5769,97,1,79,8,2005,1964,1073,159,1,2,588379.5
4991,51827,90,1,59,7,2007,8141,2069,250,1,1,5192441.7
4992,9115,24,0,8,6,1997,7187,2578,472,1,10,914381.7
4993,12641,20,0,54,4,2014,9434,7242,148,0,0,1270857.4
4994,26966,91,1,44,7,2002,2435,6395,792,1,1,2709495.2
4995,65479,82,0,48,7,1990,2907,4270,111,1,9,6553618.0
4996,47583,48,0,99,10,1992,3705,8486,983,0,1,4762269.2
4997,93184,78,0,43,5,1992,3946,4450,159,0,9,9321499.2
4998,1254,38,0,57,1,2001,9002,6342,283,1,7,128928.1
4999,95328,59,1,24,10,2020,8716,2131,269,1,9,9538747.0
5000,7388,75,0,96,4,2018,4898,1814,366,1,7,750538.8
5001,34555,35,1,45,10,2003,1597,5925,286,1,2,3467129.3
5002,61310,49,0,21,5,2006,5865,3866,618,0,10,6132679.6
5003,20714,61,1,83,5,1993,9406,9087,277,0,9,2077129.3
5004,94704,55,1,6,7,2007,3351,6903,815,0,4,9480933.7
5005,13353,17,1,18,3,2011,6437,7675,559,0,6,1338753.1
5006,57475,67,0,83,3,2007,654,7868,914,0,2,5753644.7
5007,84795,41,0,22,8,1992,5173,9145,407,1,4,8481583.2
5008,70465,10,1,11,6,2012,9473,8544,955,0,6,7052303.2
5009,68270,37,1,65,9,2018,3366,2943,928,1,0,6835596.8
5010,26389,85,0,39,10,1993,4738,4543,904,1,9,2646987.3
5011,57552,99,1,19,6,1993,445,7991,134,1,4,5759074.3
5012,84291,7,0,65,10,1998,7574,9349,721,0,9,8432314.8
5013,60059,60,1,9,10,2000,2181,5788,330,1,0,6008916.0
5014,91513,50,0,3,2,2002,5906,2070,232,0,10,9152366.2
5015,70544,4,0,11,6,2002,5701,886,322,1,6,7055619.2
5016,16565,91,0,95,6,2005,6950,7323,826,1,1,1663375.5
5017,75865,10,0,60,7,1997,1006,8659,955,0,0,7595183.7
5018,29758,34,1,63,1,2021,5853,9022,514,1,10,2982078.1
5019,95566,7,1,21,5,2002,2871,6556,474,0,2,9564576.2
5020,1090,30,1,40,7,2003,6324,9366,193,1,4,118270.3
5021,98319,91,0,55,2,2014,6427,2517,489,1,5,9837654.4
5022,18693,18,1,99,9,2005,2092,9672,423,0,4,1876877.5
5023,21781,65,1,26,1,1991,9090,7252,289,0,2,2187037.1
5024,33662,46,1,38,6,2010,7341,2488,561,1,7,3370242.0
5025,94420,34,1,75,6,2020,2413,5486,311,1,10,9453347.0
5026,53313,19,1,35,4,1995,2157,5123,352,0,4,5334996.5
5027,54060,5,1,46,8,1990,2407,2260,674,0,10,5414753.0
5028,67709,22,1,78,5,1994,1056,7424,359,0,8,6782857.4
5029,85740,22,1,59,6,2010,5447,1586,572,0,3,8579832.0
5030,28659,58,0,21,2,1993,4774,861,301,1,10,2869081.3
5031,30217,36,1,73,5,2014,5031,1199,498,1,1,3033408.4
5032,58165,26,1,2,9,2021,1746,4531,644,0,10,5819124.1
5033,4014,11,1,22,7,2017,8612,8381,811,0,7,404625.7
5034,13523,59,1,38,8,1995,7180,4187,843,1,7,1358157.5
5035,49772,90,0,68,7,2007,2310,3274,995,0,8,4985835.7
5036,85904,65,1,43,10,1996,7909,6307,434,1,9,8594924.6
5037,22541,99,1,27,5,2011,4339,4606,419,0,10,2264203.1
5038,39132,43,0,83,2,2008,1287,4598,161,1,6,3920808.8
5039,32785,27,0,21,3,1991,2935,6575,777,1,7,3284948.1
5040,69831,71,0,46,2,2005,1614,5800,380,1,0,6990205.5
5041,80301,1,1,77,6,2001,213,6910,160,1,9,8042286.1
5042,10802,34,0,10,6,2018,8297,2765,675,1,4,1086000.8
5043,87853,26,0,54,9,2011,5587,6821,297,1,4,8789947.1
5044,86424,86,1,100,9,1998,5568,6811,895,1,6,8654131.8
5045,44595,29,0,77,7,1998,5697,2652,562,1,7,4460946.8
5046,60056,75,0,7,7,1995,7429,2535,344,1,7,6011032.5
5047,30896,27,1,15,3,2008,2033,2708,342,0,5,3097036.8
5048,54484,38,1,76,6,2011,9399,618,838,0,6,5456741.1
5049,16571,50,0,82,5,1993,8026,510,463,0,10,1663083.3
5050,87858,18,0,31,9,2020,8181,7529,209,1,8,8786967.0
5051,19869,99,0,86,4,2021,8661,6108,339,0,3,1992188.1
5052,54298,90,1,24,2,2017,8083,7857,829,1,3,5432285.7
5053,8191,10,1,30,2,2001,9361,6799,434,1,7,823318.1
5054,79950,89,0,64,3,1997,2113,9708,220,1,8,7997513.7
5055,73332,42,0,49,8,2000,2779,7068,594,0,5,7339665.0
5056,31669,8,1,21,7,1998,5984,2875,920,0,7,3174122.8
5057,97412,27,0,90,9,2002,4015,1684,726,1,2,9747182.2
5058,63163,93,0,36,6,2008,1326,493,659,0,7,6324361.8
5059,43907,29,0,34,3,2017,6877,3185,612,0,3,4392043.7
5060,64260,38,0,29,5,2018,2011,9900,255,0,7,6427856.8
5061,42585,74,1,30,9,2000,3600,9515,805,1,1,4266978.0
5062,35108,94,1,14,5,2009,7735,7315,480,1,8,3515504.9
5063,12127,22,0,69,4,1998,8522,915,882,0,2,1214434.8
5064,63669,45,0,72,9,2001,5474,1174,828,1,4,6372430.1
5065,24278,59,0,60,8,2000,6038,3508,673,1,5,2430050.0
5066,18937,50,1,45,3,2001,5676,4159,263,1,5,1899216.1
5067,82865,32,0,97,6,2001,7868,9394,637,1,7,8296881.1
5068,58599,96,0,97,9,2010,140,8153,935,0,3,5862285.0
5069,85101,91,1,44,3,2015,908,9450,104,1,10,8517678.5
5070,95649,3,0,8,7,1992,9403,669,253,0,10,9567841.2
5071,2448,87,1,30,8,1990,170,9533,158,1,4,251247.0
5072,31539,62,0,11,6,2010,8253,9833,749,0,7,3158408.0
5073,96853,91,0,62,8,2007,9286,3999,616,1,6,9689548.7
5074,64718,54,0,4,6,2003,3947,659,781,1,1,6476248.3
5075,5263,64,1,25,3,2014,2881,1324,659,1,9,530890.4
5076,1115,97,1,96,6,2014,1015,6156,517,0,1,129053.4
5077,35568,6,0,26,9,1998,951,5246,724,0,8,3558401.8
5078,98423,8,0,10,4,2011,7336,2547,111,0,9,9843291.1
5079,78772,64,1,60,1,1995,6523,4244,275,0,1,7887820.5
5080,6592,59,0,99,6,2014,3049,3677,396,0,7,666733.4
5081,22773,16,1,44,10,2009,8129,4394,501,0,0,2283953.9
5082,4800,51,0,83,5,1995,3715,24,786,1,1,489132.5
5083,65322,24,1,67,3,2015,4968,7739,923,0,3,6543253.5
5084,29310,74,0,3,4,2000,10,5197,968,1,9,2932138.0
5085,70742,95,1,99,1,1993,552,1971,261,1,2,7091010.3
5086,60239,37,1,77,5,1998,7220,5238,276,1,5,6032661.8
5087,35693,67,0,94,4,2012,755,7911,149,0,4,3579115.2
5088,8395,94,0,2,6,2019,1618,5529,833,0,10,842343.9
5089,81718,46,1,20,2,2015,8712,7677,179,0,7,8179978.5
5090,79368,63,1,14,5,2003,2341,7686,743,0,2,7940744.3
5091,35420,86,0,43,4,2010,4993,1948,813,1,1,3543382.0
5092,33267,84,0,68,6,2018,2950,8565,631,0,0,3329395.8
5093,57971,35,0,41,1,1993,4187,8577,977,0,0,5800901.3
5094,17686,100,1,66,9,2010,3069,161,303,1,3,1777384.0
5095,59159,62,0,80,3,2017,1811,3602,428,1,7,5921171.7
5096,75700,25,0,55,1,2013,7489,2230,433,0,3,7571506.3
5097,92384,95,0,3,9,2014,789,1421,455,0,6,9239195.4
5098,87425,60,0,61,8,2004,1411,6079,715,0,4,8748652.4
5099,18040,80,1,62,1,2016,3029,3408,157,0,4,1813007.6
5100,68992,99,1,39,9,1995,2245,7012,682,1,8,6907585.5
5101,10141,66,1,48,3,1997,9916,9931,372,0,6,1020755.7
5102,83647,83,0,33,9,2003,6035,2696,405,0,9,8367526.3
5103,94846,26,0,60,6,2014,887,419,441,0,8,9492403.4
5104,42105,72,0,5,7,2015,7013,2111,480,0,5,4211221.5
5105,49833,93,0,48,4,2017,6874,3053,194,0,6,4991168.7
5106,35825,25,1,12,5,1992,7272,8481,167,0,2,3587596.2
5107,69428,8,0,1,1,2013,8231,1812,118,1,9,6944939.3
5108,77287,55,1,86,2,2014,5138,8884,437,0,5,7734572.4
5109,13166,33,0,80,3,2019,4804,6606,1000,1,8,1323421.9
5110,46131,38,1,15,6,2005,7725,7497,249,0,10,4619824.5
5111,37111,54,1,85,4,1991,2218,6396,679,0,7,3720632.1
5112,46540,26,0,85,7,2009,5740,2401,667,0,3,4656975.9
5113,32369,98,0,32,1,2013,5326,5077,182,1,2,3242795.3
5114,2192,69,1,84,1,1999,9578,3627,748,1,2,226924.9
5115,22752,14,1,58,10,2008,7726,6506,988,1,4,2284238.8
5116,43252,4,0,14,1,2010,9888,331,691,1,1,4326741.0
5117,64697,9,0,56,6,2005,1581,9560,510,0,0,6474788.5
5118,93168,74,0,58,9,2002,6692,923,690,0,10,9321665.2
5119,94681,15,0,38,3,1998,4413,4556,757,0,0,9476231.8
5120,27903,21,1,65,5,2007,7234,1491,211,0,0,2800107.7
5121,2943,1,1,29,2,2005,4470,8588,851,1,9,302523.5
5122,80746,36,0,19,3,2003,7670,1538,892,1,7,8077153.3
5123,13449,81,1,99,9,2016,9907,7141,293,0,7,1356395.6
5124,66907,24,1,93,4,2012,6630,8145,366,0,6,6703560.2
5125,83377,43,0,45,5,2003,937,2463,831,1,7,8342685.3
5126,77849,12,0,55,9,2002,1951,48,303,0,8,7789805.2
5127,92759,90,1,21,8,1992,3299,4523,760,0,9,9280104.2
5128,47283,43,1,6,1,2012,9325,6508,856,1,10,4734429.2
5129,96593,95,1,79,7,2009,222,645,761,1,7,9665702.9
5130,71226,52,1,66,4,1995,7795,7032,782,0,4,7127541.5
5131,49136,9,1,48,3,2006,4728,1455,998,0,9,4919606.6
5132,67434,67,1,16,6,1997,3840,7239,906,1,2,6749956.7
5133,55324,87,0,47,7,1994,2998,9303,291,0,5,5535750.4
5134,43410,68,1,30,4,2006,5208,8672,754,0,9,4346921.6
5135,54919,13,1,15,3,1996,4870,2998,647,1,0,5497882.6
5136,3880,24,1,85,6,2013,8299,9128,246,0,6,394027.3
5137,7028,35,1,20,10,1995,7528,1094,219,0,9,711682.5
5138,31433,31,1,6,5,2016,2568,2822,145,1,7,3152681.6
5139,83521,59,1,47,7,2007,3228,7518,195,1,3,8360843.7
5140,60797,97,1,13,2,2002,558,1845,986,0,6,6088961.2
5141,86284,100,1,22,4,1990,7612,7741,366,0,3,8632859.0
5142,44966,52,0,18,10,2020,5180,6140,328,1,8,4497556.0
5143,18932,36,0,51,9,1991,3661,8156,110,1,10,1897312.1
5144,91250,88,0,73,3,1997,9598,2750,273,0,3,9129722.7
5145,92563,2,1,22,8,1993,4159,5790,722,1,6,9262042.3
5146,48319,59,0,54,4,1998,412,8014,378,1,0,4839740.8
5147,27565,79,1,3,9,1999,5802,4636,634,1,3,2760622.9
5148,38455,44,0,77,7,2020,9249,7247,663,0,1,3851261.0
5149,66180,6,0,80,5,2003,3288,5651,164,1,10,6619700.3
5150,43037,78,0,82,10,2015,8444,2540,426,0,5,4310516.5
5151,49365,94,1,46,9,2016,871,8087,185,0,3,4941743.6
5152,7364,45,1,77,10,2010,4918,8690,650,1,6,746098.0
5153,49588,36,0,75,7,1998,9692,6974,301,0,9,4963749.8
